stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,equipment,ext_juris,ext_lighting,ext_photo,ext_shelter,jurisdiction
2567,16717,75th Av & McDowell Rd,NB 75th Av & FS McDowell Rd,33.46622900,-112.22037200,,,0,,0,,,Phoenix," "," ",0,Phoenix
8418,17317,75th Av & Osborn Rd,SB 75th Av & FS Osborn Rd,33.48704400,-112.22065300,,,0,,0,,,Phoenix," "," ",0,Phoenix
8427,17321,75th Av & Osborn Rd,NB 75th Av & FS Osborn Rd,33.48781600,-112.22041400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2568,16718,75th Av & Palm Ln,NB 75th Av & FS Palm Ln,33.46964600,-112.22051900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4289,11312,75th Av & Palm Ln,SB 75th Av & FS Palm Ln,33.46902100,-112.22083600,,,0,,0,,,Phoenix," "," ",0,Phoenix
149,18626,75th Av & Roosevelt St,NB 75th Av & FS Roosevelt St,33.45926100,-112.22069000,,,0,,0,,,Phoenix," "," ",0,Phoenix
1581,18634,75th Av & Roosevelt St,SB 75th Av & FS Roosevelt St,33.45826200,-112.22103500,,,0,,0,,,Phoenix," "," ",0,Phoenix
179,18629,75th Av & Sells Dr,NB 75th Av & FS Sells Dr,33.50235800,-112.22030700,,,0,,0,,,Phoenix," "," ",0,Phoenix
8422,10200,75th Av & Sells Dr,SB 75th Av & NS Sells Dr,33.50207400,-112.22057600,,,0,,0,,,Phoenix," "," ",0,Phoenix
1382,18623,75th Av & Sherman St,NB 75th Av & FS Sherman St,33.44123800,-112.22096800,,,0,,0,,,Phoenix," "," ",0,Phoenix
1702,18637,75th Av & Sherman St,SB 75th Av & FS Sherman St,33.44071300,-112.22120800,,,0,,0,,,Phoenix," "," ",0,Phoenix
8416,10283,75th Av & Thomas Rd,SB 75th Av & FS Thomas Rd,33.47969700,-112.22085300,,,0,,0,,,Phoenix," "," ",0,Phoenix
8429,17461,75th Av & Thomas Rd,NB 75th Av & FS Thomas Rd,33.48058900,-112.22045700,,,0,,0,,,Phoenix," "," ",0,Phoenix
1461,18625,75th Av & Van Buren St,NB 75th Av & FS Van Buren St,33.45222800,-112.22102500,,,0,,0,,,Phoenix," "," ",0,Phoenix
1632,18635,75th Av & Van Buren St,SB 75th Av & FS Van Buren St,33.45106800,-112.22132800,,,0,,0,,,Phoenix," "," ",0,Phoenix
175,18628,75th Av & Virginia Av,NB 75th Av & FS Virginia Av,33.47704800,-112.22051900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4292,11310,75th Av & Virginia Av,SB 75th Av & FS Virginia Av,33.47603300,-112.22089800,,,0,,0,,,Phoenix," "," ",0,Phoenix
1383,18624,75th Av & Washington St,NB 75th Av & FS Washington St,33.44844400,-112.22103900,,,0,,0,,,Phoenix," "," ",0,Phoenix
1701,18636,75th Av & Washington St,SB 75th Av & FS Washington St,33.44775400,-112.22129100,,,0,,0,,,Phoenix," "," ",0,Phoenix
8419,17450,75th Av & Weldon Av,SB 75th Av & FS Weldon Av,33.49099000,-112.22065200,,,0,,0,,,Phoenix," "," ",0,Phoenix
8426,17456,75th Av & Weldon Av,NB 75th Av & FS Weldon Av,33.49165300,-112.22041500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4296,14906,78th St & Jackrabbit Rd,SB 78th St & NS Jackrabbit Rd,33.51691100,-111.91323900,,,0,,0,,,Scottsdale," ",https://farm8.staticflickr.com/7607/16796366337_abf23b9f75_o.jpg,0,Scottsdale
2570,14887,78th St & McDonald Dr,NB 78th St & NS McDonald Dr,33.52349600,-111.91260300,,,0,,0,,,Scottsdale," ",https://farm8.staticflickr.com/7643/17003760115_802e4706fc_o.jpg,0,Scottsdale
4294,14904,78th St & McDonald Dr,SB 78th St & FS McDonald Dr,33.52350400,-111.91277300,,,0,,0,,,Scottsdale," ",https://farm9.staticflickr.com/8710/17002872961_f8011243bb_o.jpg,0,Scottsdale
2571,14886,78th St & San Miguel Av,SB 78th St & FS San Miguel Av,33.51898500,-111.91330300,,,0,,0,,,Scottsdale," ",https://farm8.staticflickr.com/7616/16977776576_777f1b69c1_o.jpg,0,Scottsdale
9723,10736,78th St & San Miguel Av,NB 78th St & NS San Miguel Av,33.51928400,-111.91314600,,,0,,0,,,Scottsdale," ",https://farm9.staticflickr.com/8688/16816029218_2b7d21ba30_o.jpg,0,Scottsdale
7669,16853,79th Av & 18330 North,SB 79th Av & AT 18330 North,33.64955200,-112.23044000,,,0,,0,,,Glendale," ",https://farm8.staticflickr.com/7292/16497670705_49605e631d_o.jpg,0,Glendale
7665,16761,79th Av & 18555 North,NB 79th Av & AT 18555 North,33.65020800,-112.23010100,,,0,,0,,,Glendale," ",https://farm9.staticflickr.com/8619/15875110464_b6005f6402_o.jpg,0,Glendale
7664,16760,79th Av & St John Rd,NB 79th Av & FS St John Rd,33.64652000,-112.22985100,,,0,,0,,,Glendale," ",https://farm8.staticflickr.com/7307/16309942318_87d5ae11a7_o.jpg,0,Glendale
7670,16854,79th Av & St John Rd,SB 79th Av & FS St John Rd,33.64539100,-112.23036500,,,0,,0,,,Glendale," ",https://farm8.staticflickr.com/7458/15877525593_1d1bd8316b_o.jpg,0,Glendale
8715,16852,79th Av & Union Hills Dr,SB 79th Av & FS Union Hills Dr,33.65209200,-112.22926600,,,0,,0,,,Glendale,Wired,https://farm9.staticflickr.com/8573/15877508103_c08ec0c063_o.jpg,1,Glendale
2572,16878,79th Av PNR,79th Av PNR,33.46400500,-112.22884900,,,0,place_79PR,0,,,Phoenix," "," ",0,Phoenix
3786,18964,79th Ave & Monahan Dr,SB 79th Ave & FS Monahan Dr,33.37530700,-112.22916300,,,0,,0,,,,,,,Gila River (Indian Community)
40029,50028,79th Dr & Indian School Rd (Flag Zone),SB 79th Dr & FS Indian School Rd (Flag Zone),33.49418200,-112.22966200,,,0,,0,,0,,,,,Phoenix
40063,50062,79th Dr & Indian School Rd (Flag Zone),NB 79th Dr & FS Indian School Rd (Flag Zone),33.49470700,-112.22952900,,,0,,0,,0,,,,,Phoenix
40028,50027,79th Dr & Osborn Rd (Flag Zone),SB 79th Dr & NS Osborn Rd (Flag Zone),33.48738200,-112.23277200,,,0,,0,,0,,,,,Phoenix
40062,50061,79th Dr & Osborn Rd (Flag Zone),NB 79th Dr & FS Osborn Rd (Flag Zone),33.48738900,-112.23261600,,,0,,0,,0,,,,,Phoenix
2614,10656,7th Av & 1201 South,NB 7th Av & AT 1201 South,33.43595100,-112.08239300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4965,10743,7th Av & 1250 South,SB 7th Av & AT 1250 South,33.43524600,-112.08263400,,,0,,0,,,Phoenix," "," ",0,Phoenix
4953,10746,7th Av & 2100 South,SB 7th Av & AT 2100 South,33.42846700,-112.08258200,,,0,,0,,,Phoenix," "," ",0,Phoenix
7691,10756,7th Av & Alta Vista Rd,SB 7th Av & FS Alta Vista Rd,33.38832900,-112.08208500,,,0,,0,,,Phoenix," "," ",0,Phoenix
7823,10642,7th Av & Alta Vista Rd,NB 7th Av & FS Alta Vista Rd,33.38883600,-112.08183700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2573,10654,7th Av & Apache St,NB 7th Av & FS Apache St,33.43035300,-112.08234900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4956,10745,7th Av & Apache St,SB 7th Av & NS Apache St,33.43040700,-112.08267300,,,0,,0,,,Phoenix," "," ",0,Phoenix
7824,10639,7th Av & Baseline Rd,NB 7th Av & FS Baseline Rd,33.37841200,-112.08173300,,,0,,0,,,Phoenix," "," ",0,Phoenix
2574,18018,7th Av & Bethany Home Rd,NB 7th Av & FS Bethany Home Rd,33.52439000,-112.08229500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4297,10713,7th Av & Bethany Home Rd,SB 7th Av & FS Bethany Home Rd,33.52351400,-112.08254600,,,0,,0,,,Phoenix," "," ",0,Phoenix
2575,10649,7th Av & Broadway Rd,NB 7th Av & FS Broadway Rd,33.40720500,-112.08187100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4954,10751,7th Av & Broadway Rd,SB 7th Av & FS Broadway Rd,33.40613700,-112.08216400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2576,10657,7th Av & Buckeye Rd,NB 7th Av & FS Buckeye Rd,33.43728600,-112.08238800,,,0,,0,,,Phoenix," "," ",0,Phoenix
4955,10742,7th Av & Buckeye Rd,SB 7th Av & FS Buckeye Rd,33.43641500,-112.08264100,,,0,,0,,,Phoenix," "," ",0,Phoenix
2577,10694,7th Av & Butler Dr,NB 7th Av & FS Butler Dr,33.56065800,-112.08242600,,,0,,0,,,Phoenix," "," ",0,Phoenix
4298,10703,7th Av & Butler Dr,SB 7th Av & FS Butler Dr,33.55989000,-112.08266700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2578,10679,7th Av & Camelback Rd,NB 7th Av & FS Camelback Rd,33.50992000,-112.08237000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4299,10717,7th Av & Camelback Rd,SB 7th Av & FS Camelback Rd,33.50886700,-112.08262200,,,0,,0,,,Phoenix," "," ",0,Phoenix
2579,10677,7th Av & Campbell Av,NB 7th Av & FS Campbell Av,33.50245300,-112.08231000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4300,10719,7th Av & Campbell Av,SB 7th Av & FS Campbell Av,33.50186800,-112.08255600,,,0,,0,,,Phoenix," "," ",0,Phoenix
40289,50288,7th Av & Cheryl Dr (Flag Zone),NB 7th Av & NS Cheryl Dr (Flag Zone),33.57849800,-112.08249000,,,0,,0,,0,,,,,Phoenix
40290,50289,7th Av & Cheryl Dr (Flag Zone),SB 7th Av & FS Cheryl Dr (Flag Zone),33.57839000,-112.08264600,,,0,,0,,0,,,,,Phoenix
40287,50286,7th Av & Cinnabar Av (Flag Zone),NB 7th Av & FS Cinnabar Av (Flag Zone),33.57698300,-112.08250900,,,0,,0,,0,,,,,Phoenix
4301,10722,7th Av & Clarendon Av,SB 7th Av & FS Clarendon Av,33.49039500,-112.08342500,,,0,,0,,,Phoenix," "," ",0,Phoenix
2610,18727,7th Av & Colter St,NB 7th Av & FS Colter St,33.51340900,-112.08235500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4302,10716,7th Av & Colter St,SB 7th Av & FS Colter St,33.51269900,-112.08259500,,,0,,0,,,Phoenix," "," ",0,Phoenix
2615,10665,7th Av & Culver St,NB 7th Av & NS Culver St,33.46243700,-112.08249400,,,0,,0,,,Phoenix," "," ",0,Phoenix
4303,15279,7th Av & Dunlap Av,SB 7th Av & FS Dunlap Av,33.56720700,-112.08264900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2580,10671,7th Av & Earll Dr,NB 7th Av & FS Earll Dr,33.48399600,-112.08298800,,,0,,0,,,Phoenix," "," ",0,Phoenix
4326,10724,7th Av & Earll Dr,SB 7th Av & NS Earll Dr,33.48420200,-112.08324900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2581,10693,7th Av & El Camino Dr,NB 7th Av & FS El Camino Dr,33.55759200,-112.08244300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4325,10704,7th Av & El Camino Dr,SB 7th Av & FS El Camino Dr,33.55666300,-112.08268800,,,0,,0,,,Phoenix," "," ",0,Phoenix
4304,10718,7th Av & Elm St,SB 7th Av & FS Elm St,33.50627600,-112.08258900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2582,10651,7th Av & Elwood St,NB 7th Av & FS Elwood St,33.41435900,-112.08190700,,,0,,0,,,Phoenix," "," ",0,Phoenix
4957,10749,7th Av & Elwood St,SB 7th Av & FS Elwood St,33.41356400,-112.08213700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2583,10668,7th Av & Encanto Bl,NB 7th Av & FS Encanto Bl,33.47343700,-112.08272800,,,0,,0,,,Phoenix," "," ",0,Phoenix
4305,10727,7th Av & Encanto Bl,SB 7th Av & FS Encanto Bl,33.47271300,-112.08294900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2584,10663,7th Av & Fillmore St,NB 7th Av & FS Fillmore St,33.45533500,-112.08244100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4972,10758,7th Av & Fremont Rd,SB 7th Av & NS Fremont Rd,33.38155900,-112.08203400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2585,10691,7th Av & Frier Dr,NB 7th Av & FS Frier Dr,33.54953700,-112.08243400,,,0,,0,,,Phoenix," "," ",0,Phoenix
4306,10706,7th Av & Frier Dr,SB 7th Av & FS Frier Dr,33.54871600,-112.08267000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2586,10688,7th Av & Glendale Av,NB 7th Av & FS Glendale Av,33.53881200,-112.08232300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4307,10709,7th Av & Glendale Av,SB 7th Av & FS Glendale Av,33.53773500,-112.08255700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2587,10676,7th Av & Glenrosa Av,NB 7th Av & FS Glenrosa Av,33.49901900,-112.08282500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4319,15291,7th Av & Glenrosa Av,SB 7th Av & FS Glenrosa Av,33.49812100,-112.08353400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2611,10658,7th Av & Hadley St,NB 7th Av & FS Hadley St,33.43968800,-112.08243600,,,0,,0,,,Phoenix," "," ",0,Phoenix
2612,18189,7th Av & Highland Av,NB 7th Av & FS Highland Av,33.50619700,-112.08234400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2588,10675,7th Av & Indian School Rd,NB 7th Av & FS Indian School Rd,33.49534400,-112.08335500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4308,10721,7th Av & Indian School Rd,SB 7th Av & FS Indian School Rd,33.49426400,-112.08356000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2589,10674,7th Av & Indianola Av,NB 7th Av & FS Indianola Av,33.49237700,-112.08324800,,,0,,0,,,Phoenix," "," ",0,Phoenix
48,16225,7th Av & Jefferson St,NB 7th Av & FS Jefferson St,33.44764100,-112.08242300,,,0,,0,,,Phoenix,,,,Phoenix
2590,10650,7th Av & Jones Av,NB 7th Av & FS Jones Av,33.41114100,-112.08188300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4958,10750,7th Av & Jones Av,SB 7th Av & FS Jones Av,33.41037900,-112.08212700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2591,10652,7th Av & Lower Buckeye Rd,NB 7th Av & FS Lower Buckeye Rd,33.42243300,-112.08228100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4964,10748,7th Av & Lower Buckeye Rd,SB 7th Av & FS Lower Buckeye Rd,33.42186000,-112.08250600,,,0,,0,,,Phoenix," "," ",0,Phoenix
2617,10682,7th Av & Luke Av,NB 7th Av & NS Luke Av,33.51828500,-112.08232100,,,0,,0,,,Phoenix," "," ",0,Phoenix
2592,10686,7th Av & Maryland Av,NB 7th Av & FS Maryland Av,33.53143500,-112.08230700,,,0,,0,,,Phoenix," "," ",0,Phoenix
4309,10711,7th Av & Maryland Av,SB 7th Av & FS Maryland Av,33.53075900,-112.08254400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2618,10666,7th Av & McDowell Rd,NB 7th Av & FS McDowell Rd,33.46643800,-112.08248800,,,0,,0,,,Phoenix," "," ",0,Phoenix
4310,10729,7th Av & McDowell Rd,SB 7th Av & FS McDowell Rd,33.46512600,-112.08277700,,,0,,0,,,Phoenix," "," ",0,Phoenix
4320,10732,7th Av & McKinley St,SB 7th Av & FS McKinley St,33.45651100,-112.08275000,,,0,,0,,,Phoenix," "," ",0,Phoenix
7825,10640,7th Av & Minton St,NB 7th Av & FS Minton St,33.38107900,-112.08178700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2593,10681,7th Av & Missouri Av,NB 7th Av & FS Missouri Av,33.51692100,-112.08233000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4311,10715,7th Av & Missouri Av,SB 7th Av & FS Missouri Av,33.51594700,-112.08260000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2594,10683,7th Av & Montebello Av,NB 7th Av & FS Montebello Av,33.52096200,-112.08231700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2613,10689,7th Av & Myrtle Av,NB 7th Av & FS Myrtle Av,33.54220100,-112.08235600,,,0,,0,,,Phoenix," "," ",0,Phoenix
4312,10708,7th Av & Myrtle Av,SB 7th Av & FS Myrtle Av,33.54171200,-112.08259400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2595,10692,7th Av & Northern Av,NB 7th Av & FS Northern Av,33.55330800,-112.08246500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4313,10705,7th Av & Northern Av,SB 7th Av & FS Northern Av,33.55253300,-112.08270500,,,0,,0,,,Phoenix," "," ",0,Phoenix
2619,10687,7th Av & Ocotillo Rd,NB 7th Av & FS Ocotillo Rd,33.53478800,-112.08231300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4314,10710,7th Av & Ocotillo Rd,SB 7th Av & FS Ocotillo Rd,33.53439500,-112.08255000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2596,10690,7th Av & Orangewood Av,NB 7th Av & FS Orangewood Av,33.54544100,-112.08239700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2597,10673,7th Av & Osborn Rd,NB 7th Av & FS Osborn Rd,33.48803400,-112.08310000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4315,10723,7th Av & Osborn Rd,SB 7th Av & FS Osborn Rd,33.48713100,-112.08335300,,,0,,0,,,Phoenix," "," ",0,Phoenix
2598,10667,7th Av & Palm Ln,NB 7th Av & FS Palm Ln,33.46978100,-112.08263800,,,0,,0,,,Phoenix," "," ",0,Phoenix
7692,10728,7th Av & Palm Ln,SB 7th Av & FS Palm Ln,33.46907800,-112.08285900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2599,10655,7th Av & Pima St,NB 7th Av & FS Pima St,33.43352900,-112.08237500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4971,10744,7th Av & Pima St,SB 7th Av & NS Pima St,33.43370800,-112.08261600,,,0,,0,,,Phoenix," "," ",0,Phoenix
2600,10645,7th Av & Roeser Rd,NB 7th Av & FS Roeser Rd,33.39966500,-112.08184300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4959,10753,7th Av & Roeser Rd,SB 7th Av & FS Roeser Rd,33.39870200,-112.08210000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2601,10664,7th Av & Roosevelt St,NB 7th Av & FS Roosevelt St,33.45910000,-112.08243600,,,0,,0,,,Phoenix," "," ",0,Phoenix
4321,10731,7th Av & Roosevelt St,SB 7th Av & FS Roosevelt St,33.45834300,-112.08270300,,,0,,0,,,Phoenix," "," ",0,Phoenix
2602,10685,7th Av & Rose Ln,NB 7th Av & FS Rose Ln,33.52781000,-112.08230500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4316,10712,7th Av & Rose Ln,SB 7th Av & FS Rose Ln,33.52719000,-112.08254200,,,0,,0,,,Phoenix," "," ",0,Phoenix
4966,10740,7th Av & Sherman St,SB 7th Av & FS Sherman St,33.43959600,-112.08268700,,,0,,0,,,Phoenix," "," ",0,Phoenix
4317,10714,7th Av & Solano Dr,SB 7th Av & FS Solano Dr,33.52051500,-112.08254600,,,0,,0,,,Phoenix," "," ",0,Phoenix
2603,10643,7th Av & Southern Av,NB 7th Av & FS Southern Av,33.39271900,-112.08181100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4960,10755,7th Av & Southern Av,SB 7th Av & FS Southern Av,33.39156200,-112.08213200,,,0,,0,,,Phoenix," "," ",0,Phoenix
2604,10644,7th Av & Sunland Av,NB 7th Av & FS Sunland Av,33.39606900,-112.08183400,,,0,,0,,,Phoenix," "," ",0,Phoenix
4961,10754,7th Av & Sunland Av,SB 7th Av & FS Sunland Av,33.39563300,-112.08207200,,,0,,0,,,Phoenix," "," ",0,Phoenix
2609,10646,7th Av & Tamarisk St,NB 7th Av & FS Tamarisk St,33.40428900,-112.08186200,,,0,,0,,,Phoenix," "," ",0,Phoenix
4969,10752,7th Av & Tamarisk St,SB 7th Av & FS Tamarisk St,33.40334300,-112.08209400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2605,10670,7th Av & Thomas Rd,NB 7th Av & FS Thomas Rd,33.48068500,-112.08286500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4318,10725,7th Av & Thomas Rd,SB 7th Av & FS Thomas Rd,33.47922600,-112.08310900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4962,10757,7th Av & Vineyard Rd,SB 7th Av & FS Vineyard Rd,33.38429900,-112.08204300,,,0,,0,,,Phoenix," "," ",0,Phoenix
7826,10641,7th Av & Vineyard Rd,NB 7th Av & FS Vineyard Rd,33.38553700,-112.08181200,,,0,,0,,,Phoenix," "," ",0,Phoenix
2606,10669,7th Av & Virginia Av,NB 7th Av & FS Virginia Av,33.47696500,-112.08281900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4327,10726,7th Av & Virginia Av,SB 7th Av & FS Virginia Av,33.47615600,-112.08303000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4322,10707,7th Av & Vista Av,SB 7th Av & FS Vista Av,33.54588500,-112.08263500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4968,10739,7th Av & Washington St,SB 7th Av & FS Washington St,33.44783200,-112.08266900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2607,10653,7th Av & Watkins St,NB 7th Av & FS Watkins St,33.42629100,-112.08231100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4963,10747,7th Av & Watkins St,SB 7th Av & FS Watkins St,33.42524400,-112.08254900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2608,10695,7th Av & Why Worry Ln,NB 7th Av & FS Why Worry Ln,33.56392500,-112.08242000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4324,10702,7th Av & Why Worry Ln,SB 7th Av & FS Why Worry Ln,33.56299800,-112.08266000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4323,10730,7th Av & Willetta St,SB 7th Av & FS Willetta St,33.46314800,-112.08286000,,,0,,0,,,Phoenix," "," ",0,Phoenix
9006,10003,7th Ave/Camelback,NS 7th Ave/EB Camelback,33.50928800,-112.08333500,,,0,place_LR7ACA,0,1,,,,,,Phoenix
9034,10003,7th Ave/Camelback,FS 7th Ave/WB Camelback,33.50928800,-112.08333500,,,0,place_LR7ACA,0,2,,,,,,Phoenix
4329,15188,7th St & 16220 North,SB 7th St & AT 16220 North,33.63521800,-112.06566900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4996,10613,7th St & 2150 South,SB 7th St & AT 2150 South,33.42791500,-112.06532200,,,0,,0,,,Phoenix," "," ",0,Phoenix
4353,10593,7th St & 4100 North,SB 7th St & AT 4100 North,33.49427100,-112.06517700,,,0,,0,,,Phoenix," "," ",0,Phoenix
4997,10628,7th St & 7428 South,SB 7th St & AT 7428 South,33.37925400,-112.06475400,,,0,,0,,,Phoenix," "," ",0,Phoenix
3272,10464,7th St & 8825 South,NB 7th St & AT 8825 South,33.36597800,-112.06588700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2624,10540,7th St & Acoma Dr,NB 7th St & FS Acoma Dr,33.61884300,-112.06525600,,,0,,0,,,Phoenix," "," ",0,Phoenix
4328,10563,7th St & Acoma Dr,SB 7th St & FS Acoma Dr,33.61856900,-112.06555300,,,0,,0,,,Phoenix," "," ",0,Phoenix
2672,10545,7th St & Aire Libre Av,NB 7th St & NS Aire Libre Av,33.63584100,-112.06532900,,,0,,0,,,Phoenix," "," ",0,Phoenix
2625,10529,7th St & Alice Av,NB 7th St & FS Alice Av,33.56447300,-112.06511400,,,0,,0,,,Phoenix," "," ",0,Phoenix
4336,10573,7th St & Alice Av,SB 7th St & FS Alice Av,33.56384300,-112.06538000,,,0,,0,,,Phoenix," "," ",0,Phoenix
3254,10471,7th St & Alta Vista Rd,NB 7th St & FS Alta Vista Rd,33.38893000,-112.06456100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4978,10625,7th St & Alta Vista Rd,SB 7th St & FS Alta Vista Rd,33.38834800,-112.06479700,,,0,,0,,,Phoenix," "," ",0,Phoenix
20061,17510,7th St & Baseline Rd,SB 7th St & FS Baseline Rd,33.37713700,-112.06478400,,,0,,0,,,Phoenix,,,,Phoenix
3255,10468,7th St & Baseline Rd,NB 7th St & FS Baseline Rd,33.37811000,-112.06450500,,,0,,0,,,Phoenix," "," ",0,Phoenix
1102,18464,7th St & Beardsley Rd,NB 7th St & FS Beardsley Rd,33.67017200,-112.06535900,,,0,,0,,,Phoenix," "," ",0,Phoenix
1250,18477,7th St & Beardsley Rd,SB 7th St & FS Beardsley Rd,33.66778600,-112.06585600,,,0,,0,,,Phoenix," "," ",0,Phoenix
1023,18463,7th St & Behrend Dr,NB 7th St & FS Behrend Dr,33.66625200,-112.06544300,,,0,,0,,,Phoenix," "," ",0,Phoenix
1251,18478,7th St & Behrend Dr,SB 7th St & FS Behrend Dr,33.66535600,-112.06578000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2626,10547,7th St & Bell Rd,NB 7th St & FS Bell Rd,33.64078000,-112.06534600,,,0,,0,,,Phoenix," "," ",0,Phoenix
4337,10557,7th St & Bell Rd,SB 7th St & FS Bell Rd,33.63971200,-112.06573000,,,0,,0,,,Phoenix," "," ",0,Phoenix
2627,10524,7th St & Belmont Av,NB 7th St & FS Belmont Av,33.54903200,-112.06505900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4338,10577,7th St & Belmont Av,SB 7th St & FS Belmont Av,33.54810200,-112.06529300,,,0,,0,,,Phoenix," "," ",0,Phoenix
2628,10517,7th St & Bethany Home Rd,NB 7th St & FS Bethany Home Rd,33.52414200,-112.06485100,,,0,,0,,,Phoenix," "," ",0,Phoenix
4339,14903,7th St & Bethany Home Rd,SB 7th St & FS Bethany Home Rd,33.52333700,-112.06513100,,,0,,0,,,Phoenix,,,,Phoenix
3256,10483,7th St & Broadway Rd,NB 7th St & FS Broadway Rd,33.40703500,-112.06443900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4980,10620,7th St & Broadway Rd,SB 7th St & FS Broadway Rd,33.40617700,-112.06474500,,,0,,0,,,Phoenix," "," ",0,Phoenix
3274,10492,7th St & Buckeye Rd,NB 7th St & FS Buckeye Rd,33.43764100,-112.06491900,,,0,,0,,,Phoenix," "," ",0,Phoenix
4981,10610,7th St & Buckeye Rd,SB 7th St & FS Buckeye Rd,33.43631000,-112.06538200,,,0,,0,,,Phoenix," "," ",0,Phoenix
2629,10528,7th St & Butler Dr,NB 7th St & FS Butler Dr,33.56087400,-112.06515300,,,0,,0,,,Phoenix," "," ",0,Phoenix
4340,10574,7th St & Butler Dr,SB 7th St & FS Butler Dr,33.56017600,-112.06540400,,,0,,0,,,Phoenix," "," ",0,Phoenix
2630,18287,7th St & Camelback Rd,NB 7th St & FS Camelback Rd,33.50984700,-112.06488500,,,0,,0,,,Phoenix," "," ",0,Phoenix
4341,10588,7th St & Camelback Rd,SB 7th St & FS Camelback Rd,33.50885000,-112.06513000,,,0,,0,,,Phoenix," "," ",0,Phoenix
3257,15156,7th St & Carter Rd,NB 7th St & FS Carter Rd,33.38277600,-112.06451000,,,0,,0,,,Phoenix," "," ",0,Phoenix
4982,10627,7th St & Carter Rd,SB 7th St & FS Carter Rd,33.38193300,-112.06475700,,,0,,0,,,Phoenix," "," ",0,Phoenix
2669,10534,7th St & Cheryl Dr,NB 7th St & NS Cheryl Dr,33.57842600,-112.06500400,,,0,,0,,,Phoenix," "," ",0,Phoenix
