route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,short_trip_no
90,Local_Sunday_10_2604-PHNS_0000001,23875702,67th Ave+Olive,1,,900133,0,0,7217
90,Local_Saturday_10_2604-PHNS_0000010,23871621,67th Ave+Olive,1,,900134,0,0,4836
90,Local_Weekday_10_2604-PHNS_1111100,23866428,67th Ave+Olive,1,,900133,0,0,2060
90,Local_Sunday_10_2604-PHNS_0000001,23875709,43rd Ave+Dunlap,1,,900130,0,0,7211
90,Local_Saturday_10_2604-PHNS_0000010,23871631,43rd Ave+Dunlap,1,,900130,0,0,4832
90,Local_Weekday_10_2604-PHNS_1111100,23866447,67th Ave+Olive,1,,900133,0,0,2071
90,Local_Sunday_10_2604-PHNS_0000001,23875712,67th Ave+Olive,1,,900133,0,0,7214
90,Local_Saturday_10_2604-PHNS_0000010,23871655,67th Ave+Olive,1,,900134,0,0,4819
90,Local_Weekday_10_2604-PHNS_1111100,23866472,67th Ave+Olive,1,,900133,0,0,2050
90,Local_Sunday_10_2604-PHNS_0000001,23875718,43rd Ave+Dunlap,1,,900130,0,0,7216
90,Local_Saturday_10_2604-PHNS_0000010,23871665,43rd Ave+Dunlap,1,,900130,0,0,4815
90,Local_Weekday_10_2604-PHNS_1111100,23866436,67th Ave+Olive,1,,900133,0,0,2066
90,Local_Sunday_10_2604-PHNS_0000001,23875719,67th Ave+Olive,1,,900133,0,0,7224
90,Local_Saturday_10_2604-PHNS_0000010,23871653,67th Ave+Olive,1,,900134,0,0,4823
90,Local_Weekday_10_2604-PHNS_1111100,23866458,67th Ave+Olive,1,,900133,0,0,2045
90,Local_Sunday_10_2604-PHNS_0000001,23875721,43rd Ave+Dunlap,1,,900131,0,0,7222
90,Local_Saturday_10_2604-PHNS_0000010,23871639,43rd Ave+Dunlap,1,,900130,0,0,4828
90,Local_Weekday_10_2604-PHNS_1111100,23866411,67th Ave+Olive,1,,900133,0,0,2056
90,Local_Sunday_10_2604-PHNS_0000001,23875726,67th Ave+Olive,1,,900133,0,0,7221
90,Local_Saturday_10_2604-PHNS_0000010,23871618,67th Ave+Olive,1,,900134,0,0,4839
90,Local_Weekday_10_2604-PHNS_1111100,23866422,67th Ave+Olive,1,,900133,0,0,2061
90,Local_Sunday_10_2604-PHNS_0000001,23875729,43rd Ave+Dunlap,1,,900131,0,0,7220
90,Local_Saturday_10_2604-PHNS_0000010,23871635,43rd Ave+Dunlap,1,,900130,0,0,4831
90,Local_Weekday_10_2604-PHNS_1111100,23866451,67th Ave+Olive,1,,900133,0,0,2072
90,Local_Sunday_10_2604-PHNS_0000001,23875732,67th Ave+Olive,1,,900133,0,0,7219
90,Local_Saturday_10_2604-PHNS_0000010,23871626,67th Ave+Olive,1,,900134,0,0,4835
90,Local_Weekday_10_2604-PHNS_1111100,23866468,67th Ave+Olive,1,,900133,0,0,2051
90,Local_Sunday_10_2604-PHNS_0000001,23875741,43rd Ave+Dunlap,1,,900131,0,0,7227
90,Local_Saturday_10_2604-PHNS_0000010,23871670,43rd Ave+Dunlap,1,,900130,0,0,4814
90,Local_Weekday_10_2604-PHNS_1111100,23866438,67th Ave+Olive,1,,900133,0,0,2067
90,Local_Sunday_10_2604-PHNS_0000001,23875955,67th Ave+Olive,1,,900133,0,0,7223
90,Local_Saturday_10_2604-PHNS_0000010,23871656,67th Ave+Olive,1,,900134,0,0,4818
90,Local_Weekday_10_2604-PHNS_1111100,23866459,67th Ave+Olive,1,,900133,0,0,2046
